ID,lng,lat
"1247",139.935,35.945
"1248",139.935,35.955
"1249",139.935,35.965
"1250",139.935,35.975
"1251",139.935,35.985
"1252",139.935,35.995
"1253",139.935,36.005
"1254",139.935,36.015
"1255",139.935,36.025
"1256",139.935,36.035
"1257",139.935,36.045
"1258",139.935,36.055
"1259",139.935,36.065
"1260",139.935,36.075
"1261",139.945,35.735
"1262",139.945,35.745
"1263",139.945,35.755
"1264",139.945,35.765
"1265",139.945,35.775
"1266",139.945,35.785
"1267",139.945,35.795
"1268",139.945,35.805
"1269",139.945,35.815
"1270",139.945,35.825
"1271",139.945,35.835
"1272",139.945,35.845
"1273",139.945,35.855
"1274",139.945,35.865
"1275",139.945,35.875
"1276",139.945,35.885
"1277",139.945,35.895
"1278",139.945,35.905
"1279",139.945,35.915
"1280",139.945,35.925
"1281",139.945,35.935
"1282",139.945,35.945
"1283",139.945,35.955
"1284",139.945,35.965
"1285",139.945,35.975
"1286",139.945,35.985
"1287",139.945,35.995
"1288",139.945,36.005
"1289",139.945,36.015
"1290",139.945,36.025
"1291",139.945,36.035
"1292",139.945,36.045
"1293",139.945,36.055
"1294",139.945,36.065
"1295",139.945,36.075
"1296",139.955,35.735
"1297",139.955,35.745
"1298",139.955,35.755
"1299",139.955,35.765
"1300",139.955,35.775
"1301",139.955,35.785
"1302",139.955,35.795
"1303",139.955,35.805
"1304",139.955,35.815
"1305",139.955,35.825
"1306",139.955,35.835
"1307",139.955,35.845
"1308",139.955,35.855
"1309",139.955,35.865
"1310",139.955,35.875
"1311",139.955,35.885
"1312",139.955,35.895
"1313",139.955,35.905
"1314",139.955,35.915
"1315",139.955,35.925
"1316",139.955,35.935
"1317",139.955,35.945
"1318",139.955,35.955
"1319",139.955,35.965
"1320",139.955,35.975
"1321",139.955,35.985
"1322",139.955,35.995
"1323",139.955,36.005
"1324",139.955,36.015
"1325",139.955,36.025
"1326",139.955,36.035
"1327",139.955,36.045
"1328",139.955,36.055
"1329",139.955,36.065
"1330",139.955,36.075
"1331",139.965,35.735
"1332",139.965,35.745
"1333",139.965,35.755
"1334",139.965,35.765
"1335",139.965,35.775
"1336",139.965,35.785
"1337",139.965,35.795
"1338",139.965,35.805
"1339",139.965,35.815
"1340",139.965,35.825
"1341",139.965,35.835
"1342",139.965,35.845
"1343",139.965,35.855
"1344",139.965,35.865
"1345",139.965,35.875
"1346",139.965,35.885
"1347",139.965,35.895
"1348",139.965,35.905
"1349",139.965,35.915
"1350",139.965,35.925
"1351",139.965,35.935
"1352",139.965,35.945
"1353",139.965,35.955
"1354",139.965,35.965
"1355",139.965,35.975
"1356",139.965,35.985
"1357",139.965,35.995
"1358",139.965,36.005
"1359",139.965,36.015
"1360",139.965,36.025
"1361",139.965,36.035
"1362",139.965,36.045
"1363",139.965,36.055
"1364",139.965,36.065
"1365",139.965,36.075
"1366",139.975,35.735
"1367",139.975,35.745
"1368",139.975,35.755
"1369",139.975,35.765
"1370",139.975,35.775
"1371",139.975,35.785
"1372",139.975,35.795
"1373",139.975,35.805
"1374",139.975,35.815
"1375",139.975,35.825
"1376",139.975,35.835
"1377",139.975,35.845
"1378",139.975,35.855
"1379",139.975,35.865
"1380",139.975,35.875
"1381",139.975,35.885
"1382",139.975,35.895
"1383",139.975,35.905
"1384",139.975,35.915
"1385",139.975,35.925
"1386",139.975,35.935
"1387",139.975,35.945
"1388",139.975,35.955
"1389",139.975,35.965
"1390",139.975,35.975
"1391",139.975,35.985
"1392",139.975,35.995
"1393",139.975,36.005
"1394",139.975,36.015
"1395",139.975,36.025
"1396",139.975,36.035
"1397",139.975,36.045
"1398",139.975,36.055
"1399",139.975,36.065
"1400",139.975,36.075
"1401",139.985,35.735
"1402",139.985,35.745
"1403",139.985,35.755
"1404",139.985,35.765
"1405",139.985,35.775
"1406",139.985,35.785
"1407",139.985,35.795
"1408",139.985,35.805
"1409",139.985,35.815
"1410",139.985,35.825
"1411",139.985,35.835
"1412",139.985,35.845
"1413",139.985,35.855
"1414",139.985,35.865
"1415",139.985,35.875
"1416",139.985,35.885
"1417",139.985,35.895
"1418",139.985,35.905
"1419",139.985,35.915
"1420",139.985,35.925
"1421",139.985,35.935
"1422",139.985,35.945
"1423",139.985,35.955
"1424",139.985,35.965
"1425",139.985,35.975
"1426",139.985,35.985
"1427",139.985,35.995
"1428",139.985,36.005
"1429",139.985,36.015
"1430",139.985,36.025
"1431",139.985,36.035
"1432",139.985,36.045
"1433",139.985,36.055
"1434",139.985,36.065
"1435",139.985,36.075
"1436",139.995,35.735
"1437",139.995,35.745
"1438",139.995,35.755
"1439",139.995,35.765
"1440",139.995,35.775
"1441",139.995,35.785
"1442",139.995,35.795
"1443",139.995,35.805
"1444",139.995,35.815
"1445",139.995,35.825
"1446",139.995,35.835
"1447",139.995,35.845
"1448",139.995,35.855
"1449",139.995,35.865
"1450",139.995,35.875
"1451",139.995,35.885
"1452",139.995,35.895
"1453",139.995,35.905
"1454",139.995,35.915
"1455",139.995,35.925
"1456",139.995,35.935
"1457",139.995,35.945
"1458",139.995,35.955
"1459",139.995,35.965
"1460",139.995,35.975
"1461",139.995,35.985
"1462",139.995,35.995
"1463",139.995,36.005
"1464",139.995,36.015
"1465",139.995,36.025
"1466",139.995,36.035
"1467",139.995,36.045
"1468",139.995,36.055
"1469",139.995,36.065
"1470",139.995,36.075
"1471",140.005,35.735
"1472",140.005,35.745
"1473",140.005,35.755
"1474",140.005,35.765
"1475",140.005,35.775
"1476",140.005,35.785
"1477",140.005,35.795
"1478",140.005,35.805
"1479",140.005,35.815
"1480",140.005,35.825
"1481",140.005,35.835
"1482",140.005,35.845
"1483",140.005,35.855
"1484",140.005,35.865
"1485",140.005,35.875
"1486",140.005,35.885
"1487",140.005,35.895
"1488",140.005,35.905
"1489",140.005,35.915
"1490",140.005,35.925
"1491",140.005,35.935
"1492",140.005,35.945
"1493",140.005,35.955
"1494",140.005,35.965
"1495",140.005,35.975
"1496",140.005,35.985
"1497",140.005,35.995
"1498",140.005,36.005
"1499",140.005,36.015
"1500",140.005,36.025
"1501",140.005,36.035
"1502",140.005,36.045
"1503",140.005,36.055
"1504",140.005,36.065
"1505",140.005,36.075
